item_id,user_id,rating,timestamp,model_attr,category,brand,year,user_attr,split
6707,915837,5,2016-12-30,Male,Camera & Photo,,2015,Female,0
5142,644405,1,2015-12-25,Female,Headphones,Jabra,2014,Male,0
647,898814,1,2017-04-11,Male,Computers & Accessories,Logitech,2008,Male,2
259,80409,5,2012-03-08,Male,Headphones,Sennheiser,2005,Male,0
6427,810634,5,2016-07-20,Male,Security & Surveillance,,2015,Female,0
1396,396687,5,2015-02-08,Female&Male,Camera & Photo,,2010,Female,1
7770,386465,1,2016-06-20,Female,Headphones,,2015,Female,2
5748,609580,3,2015-11-12,Female&Male,Portable Audio & Video,Mpow,2015,Male,0
7353,644377,4,2015-12-25,Male,Headphones,,2015,Male,0
4718,874378,5,2016-10-29,Female,Computers & Accessories,,2014,Male,2
7741,972801,5,2017-04-09,Female&Male,Headphones,,2015,Female,2
65,991,2,2004-08-08,Female,Camera & Photo,Sony,2002,Male,1
7370,370719,5,2015-10-19,Male,Computers & Accessories,,2015,Male,2
1435,1065780,2,2017-11-04,Male,Headphones,,2010,Female,0
2618,409770,1,2015-02-24,Female,Accessories & Supplies,,2013,Female,0
3173,994343,5,2017-05-13,Female&Male,Computers & Accessories,ViewSonic,2013,Female,0
4476,669227,5,2016-01-20,Female,Car Electronics & GPS,,2014,Female,0
1752,270714,5,2014-07-07,Female,Computers & Accessories,,2011,Female,0
6535,1088854,5,2018-01-06,Female&Male,Headphones,,2015,Female,0
765,33500,4,2009-11-18,Male,Accessories & Supplies,,2008,Male,0
2486,217155,4,2014-01-29,Female,Computers & Accessories,,2012,Male,0
2687,943777,5,2017-02-07,Male,Security & Surveillance,,2013,Male,0
919,31774,5,2009-09-28,Female,Camera & Photo,Kodak,2009,Male,0
73,1147,5,2003-01-25,Female,Camera & Photo,Canon,2002,Female,0
3930,241187,4,2017-07-27,Female,Headphones,,2014,Male,2
5041,315225,5,2014-12-21,Male,Headphones,Bose,2014,Male,0
3856,306653,5,2014-09-16,Male,Accessories & Supplies,,2014,Male,0
9537,194552,5,2017-12-05,Female&Male,Headphones,Panasonic,2017,Male,2
5054,760204,5,2016-05-08,Female&Male,Home Audio,TaoTronics,2014,Male,0
4238,459165,5,2015-05-04,Female&Male,Computers & Accessories,,2014,Female,0
5884,649094,5,2015-12-30,Female&Male,Computers & Accessories,,2015,Male,0
111,204548,2,2014-01-03,Female&Male,Headphones,Panasonic,2006,Male,0
1139,115318,5,2015-12-21,Female&Male,Portable Audio & Video,Apple,2009,Male,1
333,28019,3,2009-05-25,Female,Camera & Photo,Kodak,2006,Female,0
1690,81034,2,2012-03-15,Female,Camera & Photo,Kodak,2011,Female,0
7099,1096014,4,2018-01-24,Female&Male,Camera & Photo,,2015,Male,0
1643,143079,5,2013-05-16,Female,Portable Audio & Video,,2011,Female,0
1720,1104413,1,2018-02-14,Female&Male,Portable Audio & Video,,2011,Female,0
2935,329033,5,2014-10-30,Male,Computers & Accessories,,2013,Male,0
8143,1042594,5,2017-09-02,Female&Male,Computers & Accessories,,2015,Female,0
6899,820855,4,2016-08-02,Female,Portable Audio & Video,,2015,Female,0
83,60937,5,2011-06-20,Female,Computers & Accessories,Linksys,2003,Male,0
619,29163,5,2009-07-04,Female,Headphones,,2009,Female,0
6727,883818,5,2016-11-10,Female&Male,Accessories & Supplies,,2015,Female,0
1265,520971,5,2016-01-18,Female&Male,Camera & Photo,,2010,Male,2
5524,649483,5,2015-12-30,Male,Headphones,,2015,Male,0
7540,63811,5,2015-09-06,Male,Computers & Accessories,,2015,Female,2
2627,614056,5,2015-11-18,Female,Camera & Photo,,2013,Female,0
1740,735586,5,2016-04-04,Female,Camera & Photo,,2012,Female,0
8840,878796,4,2016-11-01,Male,Headphones,,2016,Male,0
2569,306462,4,2014-09-16,Female&Male,Camera & Photo,ViewSonic,2012,Female,0
7022,864607,5,2016-10-06,Male,Portable Audio & Video,Bose,2015,Male,0
366,293499,5,2016-04-15,Male,Computers & Accessories,,2006,Female,0
4302,319969,3,2014-10-12,Female,Computers & Accessories,Apple,2014,Male,0
9537,509276,3,2018-01-21,Female&Male,Headphones,Panasonic,2017,Male,2
2193,768280,5,2016-05-19,Female&Male,Portable Audio & Video,Uniden,2013,Male,0
6853,648691,5,2015-12-29,Female&Male,Headphones,Tiamat,2015,Male,0
1125,100357,5,2012-11-18,Female&Male,Home Audio,Pyle,2009,Female,0
5674,510484,1,2015-07-16,Male,Computers & Accessories,,2014,Female,0
79,576124,5,2015-10-03,Female&Male,Accessories & Supplies,Etre Jeune,2003,Male,0
9406,1043999,4,2017-09-06,Female,Computers & Accessories,,2016,Male,0
4294,691084,5,2016-02-11,Female&Male,Headphones,,2014,Female,0
2339,465544,5,2015-05-14,Male,Headphones,,2012,Female,0
619,81272,5,2012-03-19,Female,Headphones,,2009,Female,0
2399,217426,4,2014-12-09,Female,Headphones,,2012,Male,0
5884,361869,1,2018-02-28,Female&Male,Computers & Accessories,,2015,Male,2
1297,179602,5,2013-10-19,Female,Computers & Accessories,,2010,Female,0
3401,197958,4,2013-12-19,Female,Computers & Accessories,,2013,Male,0
3523,336085,5,2014-11-15,Female,Portable Audio & Video,,2013,Female,0
283,19884,4,2008-08-17,Female&Male,Car Electronics & GPS,Garmin,2005,Female,0
2558,179914,5,2013-10-21,Female,Camera & Photo,,2013,Male,0
6689,780366,5,2016-06-06,Female&Male,Headphones,Mpow,2015,Male,0
4808,437446,4,2015-04-02,Male,Computers & Accessories,,2014,Male,0
5063,1073869,5,2017-11-28,Female&Male,Portable Audio & Video,,2014,Male,0
7922,876491,2,2016-10-27,Female&Male,Computers & Accessories,,2015,Female,0
9406,983839,5,2017-04-20,Female,Computers & Accessories,,2016,Female,0
1624,1006724,4,2017-06-11,Female&Male,Computers & Accessories,,2012,Female,0
1212,261048,5,2014-06-10,Female,Home Audio,,2009,Female,0
8671,1021422,5,2017-07-19,Female,Computers & Accessories,,2016,Female,0
274,417340,5,2015-06-13,Female,Computers & Accessories,,2006,Male,1
2915,185786,4,2013-11-14,Male,Computers & Accessories,,2013,Male,0
4009,837202,1,2016-08-25,Female&Male,Portable Audio & Video,DBPOWER,2014,Female,0
5301,256886,3,2016-12-02,Female,Headphones,,2015,Male,2
1815,1141750,5,2018-06-08,Female,Accessories & Supplies,,2013,Female,0
1258,1110587,5,2018-03-02,Female&Male,Camera & Photo,Fujifilm,2010,Male,0
3401,57288,4,2014-04-17,Female,Computers & Accessories,,2013,Male,1
7828,628330,5,2016-01-18,Female&Male,Headphones,Bose,2015,Male,2
1139,36624,5,2010-01-22,Female&Male,Portable Audio & Video,Apple,2009,Female,0
6401,649880,5,2015-12-30,Female,Accessories & Supplies,,2015,Female,0
7883,755130,2,2016-07-04,Female&Male,Computers & Accessories,,2015,Female,2
5301,1025256,5,2017-07-26,Female,Headphones,,2015,Male,0
1258,290137,5,2014-08-15,Female&Male,Camera & Photo,Fujifilm,2010,Female,0
6210,984902,5,2017-04-22,Female,Headphones,,2015,Female,0
6853,675681,4,2016-01-25,Female&Male,Headphones,Tiamat,2015,Female,0
3046,179889,5,2017-08-13,Female&Male,Car Electronics & GPS,,2014,Male,2
2274,164267,4,2013-08-16,Male,Computers & Accessories,,2012,Female,0
3193,254630,3,2014-05-20,Female&Male,Accessories & Supplies,,2013,Female,0
8162,1044579,5,2017-09-07,Female&Male,Headphones,,2015,Male,0
3699,241660,5,2014-04-07,Female,Portable Audio & Video,,2013,Male,0
4047,491263,5,2015-06-20,Male,Camera & Photo,,2014,Female,0
772,445214,5,2015-04-13,Female,Camera & Photo,Samsung,2008,Female,0
1908,298212,5,2014-08-31,Female,Accessories & Supplies,,2011,Female,0
5250,358932,1,2014-12-22,Female&Male,Portable Audio & Video,,2015,Male,0
274,804928,5,2016-07-13,Female,Computers & Accessories,,2006,Female,0
1393,281531,5,2014-07-29,Female&Male,Camera & Photo,,2010,Male,0
4336,733374,5,2017-11-29,Female&Male,Camera & Photo,,2014,Female,2
1125,126315,4,2013-03-01,Female&Male,Home Audio,Pyle,2009,Male,0
7256,669166,4,2016-01-20,Female,Headphones,,2015,Male,1
1715,398469,5,2015-02-10,Female,Accessories & Supplies,,2011,Female,0
3106,413375,5,2016-10-14,Female,Computers & Accessories,Bose,2013,Male,2
8332,738964,1,2016-04-09,Female,Computers & Accessories,iRULU,2015,Female,0
1451,233017,5,2014-03-12,Male,Headphones,,2010,Male,0
4303,350693,1,2014-12-09,Female,Wearable Technology,,2014,Female,0
1470,12844,5,2013-08-17,Male,Computers & Accessories,,2010,Male,1
6239,681933,5,2016-01-31,Male,Headphones,,2015,Male,0
7284,900796,3,2016-12-09,Female,Wearable Technology,,2015,Female,0
2366,654292,4,2016-01-04,Female,Camera & Photo,Polaroid,2012,Female,0
1165,88699,4,2012-07-02,Female,Computers & Accessories,Logitech,2009,Female,0
3690,950725,3,2017-03-26,Male,Accessories & Supplies,,2014,Male,0
511,582490,2,2015-11-27,Female&Male,Home Audio,Sony,2007,Male,2
3214,216013,5,2014-01-26,Female,Portable Audio & Video,,2013,Female,0
6665,572177,2,2015-09-27,Female&Male,Headphones,,2015,Female,0
1575,421446,5,2015-03-10,Male,Headphones,Sony,2011,Male,0
9279,955602,4,2017-02-27,Male,Television & Video,,2016,Male,0
452,634437,4,2015-12-11,Male,Camera & Photo,,2008,Male,0
6505,270110,4,2015-08-07,Female&Male,Television & Video,,2015,Male,0
5219,746180,4,2016-04-20,Female,Accessories & Supplies,,2014,Male,0
1661,327344,5,2014-10-27,Male,Computers & Accessories,Logitech,2011,Female,0
9518,1076599,5,2017-12-05,Female,Computers & Accessories,,2017,Male,0
3806,888590,4,2016-11-19,Male,Headphones,,2016,Male,0
390,204900,5,2014-01-03,Male,Camera & Photo,,2007,Male,0
1539,105775,5,2012-12-16,Female&Male,Headphones,,2011,Male,0
5041,1149452,5,2018-07-10,Male,Headphones,Bose,2014,Male,0
2731,135053,5,2013-04-21,Female,Computers & Accessories,,2013,Female,1
5054,932940,5,2017-01-21,Female&Male,Home Audio,TaoTronics,2014,Female,0
4652,780602,5,2016-06-06,Female,Camera & Photo,,2014,Female,0
4420,427392,5,2015-03-18,Female,Computers & Accessories,,2014,Female,0
6382,470323,3,2015-05-21,Female,Computers & Accessories,,2015,Male,0
1661,50673,4,2013-01-18,Male,Computers & Accessories,Logitech,2011,Male,2
6913,648763,3,2015-12-29,Female&Male,Portable Audio & Video,,2015,Male,0
3181,956406,5,2017-03-01,Female,Portable Audio & Video,,2013,Female,0
6318,784459,5,2016-06-12,Female,Camera & Photo,,2015,Male,0
362,960333,1,2017-03-07,Male,Headphones,,2013,Female,0
2008,166349,4,2013-08-24,Female&Male,Computers & Accessories,,2012,Female,0
2031,180646,5,2013-10-24,Female,Computers & Accessories,Logitech,2012,Male,0
4024,271039,4,2014-07-08,Female&Male,Computers & Accessories,,2014,Male,0
3575,252390,5,2014-05-12,Female,Camera & Photo,,2013,Male,0
9127,748660,1,2017-01-04,Female,Security & Surveillance,,2016,Male,2
3722,224481,5,2014-02-18,Female&Male,Computers & Accessories,,2014,Female,0
2962,202725,4,2013-12-31,Female&Male,Headphones,,2013,Male,0
1130,41452,1,2010-05-09,Female,Headphones,,2009,Male,0
3539,427872,5,2015-03-19,Female,Accessories & Supplies,EldHus,2013,Male,0
2589,187316,4,2013-11-20,Female,Computers & Accessories,,2013,Male,0
4058,397829,5,2015-02-09,Male,Computers & Accessories,LSS,2014,Female,0
1861,257639,4,2014-07-16,Female,Accessories & Supplies,EldHus,2011,Female,2
2340,223050,5,2014-02-14,Female&Male,Headphones,,2012,Male,0
3706,615308,5,2015-11-19,Female,Computers & Accessories,,2013,Male,0
4024,258567,2,2014-06-02,Female&Male,Computers & Accessories,,2014,Male,0
3728,805776,4,2016-07-14,Female,Car Electronics & GPS,,2014,Female,0
7876,609976,2,2016-05-13,Female&Male,Headphones,,2015,Male,2
1496,460243,5,2015-05-06,Female&Male,Headphones,JLAB,2010,Male,0
7666,686318,3,2016-02-05,Female,Headphones,,2015,Female,0
1169,266619,5,2014-06-26,Male,Computers & Accessories,,2009,Male,0
3299,587956,5,2015-10-17,Male,Computers & Accessories,,2013,Male,0
5951,550908,1,2017-06-17,Female,Headphones,Etre Jeune,2015,Male,2
1690,136081,5,2013-04-13,Female,Camera & Photo,Kodak,2011,Male,0
8623,1152204,5,2018-07-24,Female,Car Electronics & GPS,Garmin,2018,Female,0
7922,86293,4,2016-03-31,Female&Male,Computers & Accessories,,2015,Male,2
1128,356274,4,2014-12-18,Female,Accessories & Supplies,,2009,Male,0
683,65020,4,2011-09-01,Female,Camera & Photo,Gary Fong,2009,Female,0
1867,756105,5,2016-05-03,Male,Camera & Photo,,2012,Female,0
4013,839228,5,2016-08-28,Female,Headphones,,2014,Male,0
4343,144803,5,2015-05-27,Male,Computers & Accessories,,2014,Male,0
274,34289,3,2017-10-06,Female,Computers & Accessories,,2006,Male,2
1612,320671,2,2014-10-14,Female&Male,Computers & Accessories,,2011,Male,0
5009,468380,3,2015-05-18,Female&Male,Headphones,Mpow,2014,Female,0
8431,783488,4,2016-06-10,Female&Male,Headphones,,2016,Female,0
7780,1155336,5,2018-08-09,Female&Male,Portable Audio & Video,,2015,Female,0
3240,725630,5,2016-03-21,Female&Male,Portable Audio & Video,,2013,Female,0
6071,695789,5,2016-02-17,Female&Male,Portable Audio & Video,,2015,Female,0
1396,203192,5,2014-01-28,Female&Male,Camera & Photo,,2010,Female,2
6358,170137,4,2016-07-16,Female&Male,Television & Video,,2015,Male,2
3204,77654,5,2013-08-03,Male,Portable Audio & Video,,2013,Male,1
7979,952693,4,2017-02-22,Male,Portable Audio & Video,,2015,Male,0
5193,795544,5,2016-06-28,Male,Camera & Photo,,2015,Female,0
5897,1058001,3,2017-10-13,Female&Male,Camera & Photo,,2015,Female,0
7350,1129991,2,2018-04-26,Female&Male,Computers & Accessories,,2015,Male,0
1428,846493,1,2016-09-08,Female,Accessories & Supplies,,2011,Female,0
6972,179602,3,2015-06-12,Male,Headphones,,2015,Female,0
4495,774438,3,2016-05-28,Female,Television & Video,,2014,Male,2
9490,635807,4,2017-08-24,Female,Accessories & Supplies,,2017,Female,2
5171,344650,5,2014-11-30,Female&Male,Portable Audio & Video,Bose,2014,Male,0
2970,165643,5,2013-08-21,Male,Computers & Accessories,,2013,Male,0
1478,80309,4,2012-03-06,Female&Male,Camera & Photo,Sony,2010,Female,0
5696,615667,5,2015-11-19,Male,Wearable Technology,,2015,Female,0
4613,637299,4,2015-12-15,Female,Portable Audio & Video,,2014,Female,0
7152,803457,1,2016-07-10,Female,Portable Audio & Video,,2015,Female,0
3189,224160,5,2014-02-17,Female&Male,Headphones,Etre Jeune,2013,Female,0
3698,256712,5,2015-06-02,Female,Car Electronics & GPS,,2014,Male,2
1948,233421,2,2014-03-14,Female,Portable Audio & Video,Logitech,2011,Male,0
3256,212728,5,2014-01-18,Female,Computers & Accessories,,2013,Male,0
1661,352430,2,2014-12-12,Male,Computers & Accessories,Logitech,2011,Male,1
7100,926894,5,2017-01-12,Male,Headphones,,2015,Female,0
3600,793341,5,2016-06-25,Female,Portable Audio & Video,,2014,Female,0
3728,892830,5,2016-11-27,Female,Car Electronics & GPS,,2014,Female,0
4364,694125,4,2016-02-15,Male,Computers & Accessories,,2014,Female,0
6203,974513,5,2017-04-01,Female&Male,Accessories & Supplies,,2015,Female,0
1715,731507,5,2016-03-29,Female,Accessories & Supplies,,2011,Male,0
3728,714910,4,2016-03-08,Female,Car Electronics & GPS,,2014,Female,0
3381,404556,5,2015-02-18,Female,Security & Surveillance,,2014,Female,0
6484,775481,5,2016-05-30,Male,Car Electronics & GPS,,2015,Female,0
1874,126631,5,2013-03-03,Female,Accessories & Supplies,,2011,Female,0
6674,858726,5,2018-03-09,Male,Computers & Accessories,,2016,Female,2
3712,449284,5,2015-04-20,Male,Computers & Accessories,,2014,Female,0
8002,593507,5,2015-10-24,Male,Camera & Photo,,2016,Male,0
2279,478977,1,2015-06-03,Male,Computers & Accessories,,2012,Male,0
9125,942745,5,2017-04-29,Female,Headphones,EldHus,2016,Female,2
5010,336722,5,2014-11-16,Female,Headphones,,2014,Female,0
111,33451,5,2012-04-26,Female&Male,Headphones,Panasonic,2006,Male,0
3199,340965,4,2014-11-23,Female,Accessories & Supplies,,2013,Male,2
1659,1009796,5,2017-06-19,Male,Computers & Accessories,,2011,Male,0
2486,169621,5,2013-09-06,Female,Computers & Accessories,,2012,Female,0
5614,420625,5,2015-03-09,Female&Male,Camera & Photo,,2014,Male,0
6124,1145503,5,2018-06-22,Female,Computers & Accessories,,2015,Male,0
283,18376,5,2008-06-19,Female&Male,Car Electronics & GPS,Garmin,2005,Female,0
8835,203446,5,2016-05-22,Female,Headphones,Etre Jeune,2016,Male,1
3205,307025,5,2014-09-17,Female,Headphones,,2014,Female,0
7457,551822,5,2015-09-02,Female,Computers & Accessories,,2015,Male,0
5686,271197,5,2015-10-21,Female,Portable Audio & Video,,2015,Male,2
1905,448210,5,2015-04-18,Female&Male,Accessories & Supplies,,2012,Male,0
3904,777743,5,2016-06-02,Female,Camera & Photo,,2014,Female,0
4543,722183,3,2016-03-17,Male,Computers & Accessories,LSS,2014,Female,2
438,240590,1,2014-04-04,Male,Accessories & Supplies,,2007,Female,0
162,97048,4,2016-09-20,Male,Headphones,Sennheiser,2004,Male,2
6671,242509,2,2015-10-30,Male,Headphones,,2015,Male,2
631,497928,5,2015-06-29,Male,Computers & Accessories,,2008,Female,0
840,117419,5,2013-01-24,Female,Camera & Photo,,2008,Male,0
350,336204,5,2014-11-15,Male,Camera & Photo,,2006,Male,0
2514,137486,5,2013-04-20,Female,Computers & Accessories,,2012,Female,0
2964,162390,5,2013-08-09,Female,Computers & Accessories,Fintie,2013,Female,0
6819,1028748,5,2017-08-02,Female&Male,Headphones,Mpow,2015,Male,0
1521,139224,5,2013-04-29,Male,Car Electronics & GPS,,2011,Female,0
5884,1005087,5,2017-06-07,Female&Male,Computers & Accessories,,2015,Male,0
4238,536980,5,2015-08-17,Female&Male,Computers & Accessories,,2014,Female,0
6427,1111048,3,2018-03-04,Male,Security & Surveillance,,2015,Male,0
2088,81272,4,2012-03-19,Male,Headphones,,2012,Female,0
1843,114408,4,2013-01-14,Female,Accessories & Supplies,,2011,Female,0
7632,494635,4,2015-08-12,Female,Accessories & Supplies,,2015,Female,0
3378,245099,1,2014-04-18,Female,Security & Surveillance,Neewer,2014,Male,0
2188,281012,4,2014-07-28,Male,Computers & Accessories,,2013,Female,0
6396,630267,5,2015-12-06,Male,Headphones,Generic,2015,Female,0
3561,358109,5,2014-12-21,Female,Computers & Accessories,,2013,Male,0
1258,295079,4,2014-08-25,Female&Male,Camera & Photo,Fujifilm,2010,Female,0
4808,455243,3,2015-04-28,Male,Computers & Accessories,,2014,Female,0
162,1038432,5,2017-08-23,Male,Headphones,Sennheiser,2004,Male,0
2372,179623,1,2013-10-19,Female,Portable Audio & Video,,2012,Female,0
5351,480471,5,2015-06-04,Male,Headphones,,2014,Female,0
4359,355620,5,2014-12-17,Female&Male,Portable Audio & Video,,2014,Female,0
9257,99709,4,2017-09-23,Female,Computers & Accessories,,2016,Female,2
791,443302,5,2015-04-10,Male,Accessories & Supplies,,2009,Female,0
111,89195,2,2013-08-30,Female&Male,Headphones,Panasonic,2006,Male,1
7780,1081908,4,2017-12-19,Female&Male,Portable Audio & Video,,2015,Male,0
1861,721748,3,2016-04-07,Female,Accessories & Supplies,EldHus,2011,Male,2
7388,243731,1,2016-05-31,Male,Computers & Accessories,,2015,Female,2
3840,116698,5,2015-04-25,Male,Accessories & Supplies,,2014,Female,2
5063,1077593,2,2017-12-08,Female&Male,Portable Audio & Video,,2014,Male,0
6890,430735,5,2016-04-09,Female,Accessories & Supplies,,2015,Male,2
6378,1095038,5,2018-01-21,Female,Accessories & Supplies,,2015,Male,0
7780,937127,1,2017-11-16,Female&Male,Portable Audio & Video,,2015,Male,2
1372,85076,5,2013-12-13,Male,Headphones,,2010,Male,2
3589,41222,5,2015-11-21,Male,Computers & Accessories,,2013,Male,0
3403,241942,4,2014-04-08,Female&Male,Headphones,EldHus,2013,Female,0
2297,101847,5,2012-11-27,Female,Television & Video,,2012,Female,0
831,537998,5,2015-08-17,Male,Camera & Photo,,2008,Male,2
6210,259400,4,2018-03-13,Female,Headphones,,2015,Male,2
2054,571700,4,2015-09-27,Male,Computers & Accessories,,2012,Male,0
2820,124163,4,2013-02-20,Female&Male,Headphones,JLAB,2013,Female,0
1470,389781,4,2015-01-29,Male,Computers & Accessories,,2010,Male,0
4497,998444,5,2017-05-22,Female,Computers & Accessories,,2014,Male,0
3009,1142317,5,2018-06-11,Female,Camera & Photo,Fujifilm,2013,Female,0
